step,n_atoms_def,n_vacancies,n_interstitials,elapsed_s
0,1314036,0,0,4.36
1000,1314036,2,2,5.05
2000,1314036,13,13,5.3
3000,1314036,61,61,5.25
4000,1314036,189,189,5.37
5000,1314036,424,424,5.47
6000,1314036,815,815,5.45
7000,1314036,592,592,5.22
8000,1314036,266,266,5.55
9000,1314036,200,200,5.44
10000,1314036,150,150,5.48
11000,1314036,101,101,5.31
12000,1314036,62,62,5.42
13000,1314036,30,30,5.53
14000,1314036,13,13,5.59
15000,1314036,6,6,5.61
16000,1314036,6,6,4.78
17000,1314036,6,6,4.86
18000,1314036,6,6,4.87
19000,1314036,6,6,4.93
20000,1314036,6,6,4.96
21000,1314036,6,6,4.94
22000,1314036,6,6,5.27
23000,1314036,6,6,4.97
24000,1314036,6,6,4.91
25000,1314036,6,6,5.08
26000,1314036,6,6,4.98
27000,1314036,6,6,5.24
28000,1314036,6,6,4.94
29000,1314036,6,6,5.04
30000,1314036,6,6,5.2
31000,1314036,6,6,5.18
32000,1314036,6,6,4.75
33000,1314036,6,6,4.84
34000,1314036,6,6,4.77
35000,1314036,6,6,4.79
36000,1314036,6,6,4.88
37000,1314036,6,6,4.99
38000,1314036,6,6,4.81
39000,1314036,6,6,4.86
40000,1314036,6,6,4.9
41000,1314036,6,6,4.79
42000,1314036,6,6,4.91
43000,1314036,6,6,4.83
44000,1314036,6,6,4.91
45000,1314036,6,6,5.04
46000,1314036,6,6,5.02
47000,1314036,6,6,5.07
48000,1314036,6,6,4.79
49000,1314036,6,6,4.95
50000,1314036,6,6,4.88
51000,1314036,6,6,4.84
52000,1314036,6,6,4.92
53000,1314036,6,6,4.88
54000,1314036,6,6,4.91
55000,1314036,6,6,4.9
56000,1314036,6,6,4.88
57000,1314036,6,6,4.93
58000,1314036,6,6,4.97
59000,1314036,6,6,5.0
60000,1314036,6,6,5.0
61000,1314036,6,6,4.99
62000,1314036,6,6,4.97
63000,1314036,6,6,5.11
64000,1314036,6,6,4.85
65000,1314036,6,6,4.91
66000,1314036,6,6,4.87
67000,1314036,6,6,4.86
68000,1314036,6,6,4.92
69000,1314036,6,6,4.86
70000,1314036,6,6,4.86
71000,1314036,6,6,4.87
72000,1314036,6,6,5.13
73000,1314036,6,6,4.9
74000,1314036,6,6,4.94
75000,1314036,6,6,4.91
76000,1314036,6,6,4.89
77000,1314036,6,6,4.87
78000,1314036,6,6,4.91
79000,1314036,6,6,5.02
80000,1314036,6,6,4.83
81000,1314036,6,6,4.91
82000,1314036,6,6,4.81
83000,1314036,6,6,4.83
84000,1314036,6,6,4.81
85000,1314036,6,6,4.91
86000,1314036,6,6,4.83
87000,1314036,6,6,4.85
88000,1314036,6,6,4.88
89000,1314036,6,6,5.05
90000,1314036,6,6,4.87
91000,1314036,6,6,4.95
92000,1314036,6,6,4.93
93000,1314036,6,6,4.91
94000,1314036,6,6,4.85
95000,1314036,6,6,5.03
96000,1314036,6,6,4.73
97000,1314036,6,6,4.86
98000,1314036,6,6,4.86
99000,1314036,6,6,4.93
100000,1314036,6,6,4.83
101000,1314036,6,6,4.85
102000,1314036,6,6,4.93
103000,1314036,6,6,4.84
104000,1314036,6,6,4.85
105000,1314036,6,6,4.83
106000,1314036,6,6,4.97
107000,1314036,6,6,5.06
108000,1314036,6,6,4.91
109000,1314036,6,6,4.86
110000,1314036,6,6,4.89
111000,1314036,6,6,4.94
112000,1314036,6,6,4.84
113000,1314036,6,6,4.91
114000,1314036,6,6,4.88
115000,1314036,6,6,4.94
116000,1314036,6,6,4.9
117000,1314036,6,6,4.88
118000,1314036,6,6,4.92
119000,1314036,6,6,5.0
120000,1314036,6,6,4.98
121000,1314036,6,6,4.9
122000,1314036,6,6,4.96
123000,1314036,6,6,4.97
124000,1314036,6,6,5.17
125000,1314036,6,6,4.97
126000,1314036,6,6,4.96
127000,1314036,6,6,5.03
128000,1314036,6,6,4.62
129000,1314036,6,6,4.68
130000,1314036,6,6,4.7
131000,1314036,6,6,4.7
132000,1314036,6,6,4.66
133000,1314036,6,6,4.64
134000,1314036,6,6,4.66
135000,1314036,6,6,4.74
136000,1314036,6,6,4.75
137000,1314036,6,6,4.74
138000,1314036,6,6,4.79
139000,1314036,6,6,4.72
140000,1314036,6,6,4.78
141000,1314036,6,6,4.73
142000,1314036,6,6,4.88
143000,1314036,6,6,4.76
144000,1314036,6,6,4.89
145000,1314036,6,6,5.02
146000,1314036,6,6,4.95
147000,1314036,6,6,5.12
148000,1314036,6,6,4.98
149000,1314036,6,6,5.0
150000,1314036,6,6,5.01
151000,1314036,6,6,5.15
152000,1314036,6,6,5.11
153000,1314036,6,6,5.08
154000,1314036,6,6,5.05
155000,1314036,6,6,5.09
156000,1314036,6,6,5.19
157000,1314036,6,6,5.07
158000,1314036,6,6,5.21
159000,1314036,6,6,5.23
160000,1314036,6,6,4.68
161000,1314036,6,6,4.71
162000,1314036,6,6,4.7
163000,1314036,6,6,4.66
164000,1314036,6,6,4.77
165000,1314036,6,6,4.69
166000,1314036,6,6,4.67
167000,1314036,6,6,4.76
168000,1314036,6,6,4.76
169000,1314036,6,6,4.78
170000,1314036,6,6,4.87
171000,1314036,6,6,4.79
172000,1314036,6,6,4.75
173000,1314036,6,6,4.8
174000,1314036,6,6,4.85
175000,1314036,6,6,4.81
176000,1314036,6,6,4.92
177000,1314036,6,6,4.93
178000,1314036,6,6,4.96
179000,1314036,6,6,4.92
180000,1314036,6,6,4.98
181000,1314036,6,6,5.11
182000,1314036,6,6,5.02
183000,1314036,6,6,5.09
184000,1314036,6,6,5.06
185000,1314036,6,6,5.04
186000,1314036,6,6,5.18
187000,1314036,6,6,5.29
188000,1314036,6,6,5.11
189000,1314036,6,6,5.08
190000,1314036,6,6,5.17
191000,1314036,6,6,5.14
192000,1314036,6,6,4.81
193000,1314036,6,6,4.86
194000,1314036,6,6,4.92
195000,1314036,6,6,4.87
196000,1314036,6,6,4.83
197000,1314036,6,6,5.12
198000,1314036,6,6,5.15
199000,1314036,6,6,4.92
200000,1314036,6,6,5.12
201000,1314036,6,6,5.07
202000,1314036,6,6,5.01
203000,1314036,6,6,4.92
204000,1314036,6,6,5.0
205000,1314036,6,6,4.98
206000,1314036,6,6,4.91
207000,1314036,6,6,4.94
208000,1314036,6,6,4.84
209000,1314036,6,6,4.86
210000,1314036,6,6,4.85
211000,1314036,6,6,4.86
212000,1314036,6,6,4.81
213000,1314036,6,6,4.85
214000,1314036,6,6,4.98
215000,1314036,6,6,4.87
216000,1314036,6,6,4.87
217000,1314036,6,6,5.07
218000,1314036,6,6,4.95
219000,1314036,6,6,5.13
220000,1314036,6,6,5.03
221000,1314036,6,6,5.03
222000,1314036,6,6,4.95
223000,1314036,6,6,4.94
224000,1314036,6,6,4.84
225000,1314036,6,6,4.68
226000,1314036,6,6,4.71
227000,1314036,6,6,4.71
228000,1314036,6,6,4.65
229000,1314036,6,6,4.76
230000,1314036,6,6,4.8
231000,1314036,6,6,4.78
232000,1314036,6,6,4.75
233000,1314036,6,6,4.91
234000,1314036,6,6,4.81
235000,1314036,6,6,4.83
236000,1314036,6,6,4.92
237000,1314036,6,6,4.9
238000,1314036,6,6,4.83
239000,1314036,6,6,4.86
240000,1314036,6,6,4.97
241000,1314036,6,6,4.93
242000,1314036,6,6,4.93
243000,1314036,6,6,4.96
244000,1314036,6,6,4.92
245000,1314036,6,6,4.93
246000,1314036,6,6,5.02
247000,1314036,6,6,5.0
248000,1314036,6,6,4.96
249000,1314036,6,6,5.14
250000,1314036,6,6,4.89
251000,1314036,6,6,4.97
252000,1314036,6,6,5.15
253000,1314036,6,6,5.06
254000,1314036,6,6,4.97
255000,1314036,6,6,5.02
256000,1314036,6,6,4.83
257000,1314036,6,6,4.8
258000,1314036,6,6,4.88
259000,1314036,6,6,4.91
260000,1314036,6,6,4.9
261000,1314036,6,6,4.83
262000,1314036,6,6,4.91
263000,1314036,6,6,4.96
264000,1314036,6,6,4.88
265000,1314036,6,6,5.02
266000,1314036,6,6,4.96
267000,1314036,6,6,5.0
268000,1314036,6,6,5.08
269000,1314036,6,6,5.0
270000,1314036,6,6,4.93
271000,1314036,6,6,4.99
272000,1314036,6,6,4.85
273000,1314036,6,6,4.82
274000,1314036,6,6,4.86
275000,1314036,6,6,4.82
276000,1314036,6,6,4.81
277000,1314036,6,6,4.87
278000,1314036,6,6,4.89
279000,1314036,6,6,4.92
280000,1314036,6,6,4.91
281000,1314036,6,6,4.94
282000,1314036,6,6,4.93
283000,1314036,6,6,4.95
284000,1314036,6,6,5.03
285000,1314036,6,6,4.97
286000,1314036,6,6,5.1
287000,1314036,6,6,4.93
288000,1314036,6,6,4.89
289000,1314036,6,6,4.83
290000,1314036,6,6,4.82
291000,1314036,6,6,4.8
292000,1314036,6,6,4.78
293000,1314036,6,6,4.83
294000,1314036,6,6,4.87
295000,1314036,6,6,4.93
296000,1314036,6,6,4.82
297000,1314036,6,6,4.93
298000,1314036,6,6,4.94
299000,1314036,6,6,4.91
300000,1314036,6,6,4.94
301000,1314036,6,6,4.94
302000,1314036,6,6,5.1
303000,1314036,6,6,5.07
304000,1314036,6,6,4.89
305000,1314036,6,6,4.82
306000,1314036,6,6,4.89
307000,1314036,6,6,4.81
308000,1314036,6,6,4.84
309000,1314036,6,6,4.87
310000,1314036,6,6,4.89
311000,1314036,6,6,4.8
312000,1314036,6,6,4.92
313000,1314036,6,6,4.95
314000,1314036,6,6,4.95
315000,1314036,6,6,4.9
316000,1314036,6,6,4.88
317000,1314036,6,6,4.93
318000,1314036,6,6,5.0
319000,1314036,6,6,5.1
320000,1314036,6,6,4.94
321000,1314036,6,6,4.85
322000,1314036,6,6,4.8
323000,1314036,6,6,4.88
324000,1314036,6,6,4.84
325000,1314036,6,6,4.83
326000,1314036,6,6,5.06
327000,1314036,6,6,4.88
328000,1314036,6,6,4.99
329000,1314036,6,6,4.88
330000,1314036,6,6,4.93
331000,1314036,6,6,4.83
332000,1314036,6,6,4.9
333000,1314036,6,6,4.92
334000,1314036,6,6,4.99
335000,1314036,6,6,4.84
336000,1314036,6,6,5.02
337000,1314036,6,6,4.82
338000,1314036,6,6,4.84
339000,1314036,6,6,4.82
340000,1314036,6,6,4.82
341000,1314036,6,6,4.87
342000,1314036,6,6,4.81
343000,1314036,6,6,4.87
344000,1314036,6,6,4.84
345000,1314036,6,6,5.03
346000,1314036,6,6,4.93
347000,1314036,6,6,5.01
348000,1314036,6,6,4.87
349000,1314036,6,6,4.89
350000,1314036,6,6,4.97
351000,1314036,6,6,4.88
352000,1314036,6,6,4.88
353000,1314036,6,6,4.89
354000,1314036,6,6,4.91
355000,1314036,6,6,4.96
356000,1314036,6,6,4.98
357000,1314036,6,6,4.91
358000,1314036,6,6,4.85
359000,1314036,6,6,5.0
360000,1314036,6,6,4.95
361000,1314036,6,6,4.98
362000,1314036,6,6,4.79
363000,1314036,6,6,4.77
364000,1314036,6,6,5.01
365000,1314036,6,6,5.02
366000,1314036,6,6,5.08
367000,1314036,6,6,4.7
368000,1314036,6,6,5.05
369000,1314036,6,6,4.75
370000,1314036,6,6,4.65
371000,1314036,6,6,4.68
372000,1314036,6,6,4.73
373000,1314036,6,6,4.74
374000,1314036,6,6,4.65
375000,1314036,6,6,4.75
376000,1314036,6,6,4.72
377000,1314036,6,6,4.88
378000,1314036,6,6,4.83
379000,1314036,6,6,4.97
380000,1314036,6,6,4.73
381000,1314036,6,6,4.76
382000,1314036,6,6,4.95
383000,1314036,6,6,4.83
384000,1314036,6,6,4.72
385000,1314036,6,6,5.11
386000,1314036,6,6,5.04
387000,1314036,6,6,5.01
388000,1314036,6,6,5.05
389000,1314036,6,6,5.0
390000,1314036,6,6,4.94
391000,1314036,6,6,5.04
392000,1314036,6,6,5.03
393000,1314036,6,6,5.04
394000,1314036,6,6,5.16
395000,1314036,6,6,4.99
396000,1314036,6,6,5.04
397000,1314036,6,6,5.08
398000,1314036,6,6,4.66
399000,1314036,6,6,5.21
400000,1314036,6,6,5.02
401000,1314036,6,6,4.83
402000,1314036,6,6,4.79
403000,1314036,6,6,4.77
404000,1314036,6,6,4.75
405000,1314036,6,6,4.72
406000,1314036,6,6,4.64
407000,1314036,6,6,4.73
408000,1314036,6,6,4.74
409000,1314036,6,6,4.86
410000,1314036,6,6,5.01
411000,1314036,6,6,4.82
412000,1314036,6,6,4.73
413000,1314036,6,6,4.77
414000,1314036,6,6,5.06
415000,1314036,6,6,4.87
416000,1314036,6,6,4.77
417000,1314036,6,6,4.98
418000,1314036,6,6,5.06
419000,1314036,6,6,4.99
420000,1314036,6,6,5.0
421000,1314036,6,6,5.04
422000,1314036,6,6,4.97
423000,1314036,6,6,5.07
424000,1314036,6,6,5.02
425000,1314036,6,6,4.73
426000,1314036,6,6,5.06
427000,1314036,6,6,4.8
428000,1314036,6,6,5.08
429000,1314036,6,6,5.05
430000,1314036,6,6,4.85
431000,1314036,6,6,5.29
432000,1314036,6,6,5.15
433000,1314036,6,6,4.85
434000,1314036,6,6,4.93
435000,1314036,6,6,4.93
436000,1314036,6,6,5.01
437000,1314036,6,6,4.92
438000,1314036,6,6,4.84
439000,1314036,6,6,4.91
440000,1314036,6,6,4.91
441000,1314036,6,6,5.03
442000,1314036,6,6,5.07
443000,1314036,6,6,4.97
444000,1314036,6,6,4.97
445000,1314036,6,6,5.07
446000,1314036,6,6,4.93
447000,1314036,6,6,4.91
448000,1314036,6,6,5.07
449000,1314036,6,6,4.87
450000,1314036,6,6,4.9
451000,1314036,6,6,4.87
452000,1314036,6,6,4.93
453000,1314036,6,6,4.98
454000,1314036,6,6,4.86
455000,1314036,6,6,4.91
456000,1314036,6,6,4.95
457000,1314036,6,6,4.73
458000,1314036,6,6,4.91
459000,1314036,6,6,4.74
460000,1314036,6,6,4.94
461000,1314036,6,6,4.91
462000,1314036,6,6,4.81
463000,1314036,6,6,4.93
464000,1314036,6,6,5.04
465000,1314036,6,6,4.72
466000,1314036,6,6,4.75
467000,1314036,6,6,4.75
468000,1314036,6,6,4.73
469000,1314036,6,6,4.81
470000,1314036,6,6,4.83
471000,1314036,6,6,4.74
472000,1314036,6,6,4.8
473000,1314036,6,6,5.0
474000,1314036,6,6,5.09
475000,1314036,6,6,4.8
476000,1314036,6,6,4.77
477000,1314036,6,6,4.82
478000,1314036,6,6,4.91
479000,1314036,6,6,4.86
480000,1314036,6,6,4.89
481000,1314036,6,6,4.93
482000,1314036,6,6,4.95
483000,1314036,6,6,4.91
484000,1314036,6,6,4.97
485000,1314036,6,6,5.23
486000,1314036,6,6,5.14
487000,1314036,6,6,4.99
488000,1314036,6,6,4.99
489000,1314036,6,6,4.93
490000,1314036,6,6,5.01
491000,1314036,6,6,4.92
492000,1314036,6,6,5.0
493000,1314036,6,6,4.99
494000,1314036,6,6,4.81
495000,1314036,6,6,5.04
496000,1314036,6,6,4.84
497000,1314036,6,6,5.22
498000,1314036,6,6,4.87
499000,1314036,6,6,4.91
500000,1314036,6,6,4.85
501000,1314036,6,6,4.95
502000,1314036,6,6,4.92
503000,1314036,6,6,4.88
504000,1314036,6,6,4.9
505000,1314036,6,6,4.92
506000,1314036,6,6,4.92
507000,1314036,6,6,4.92
508000,1314036,6,6,5.07
509000,1314036,6,6,4.79
510000,1314036,6,6,4.9
511000,1314036,6,6,4.9
512000,1314036,6,6,4.79
513000,1314036,6,6,4.8
514000,1314036,6,6,4.82
515000,1314036,6,6,5.02
516000,1314036,6,6,4.87
517000,1314036,6,6,5.09
518000,1314036,6,6,5.02
519000,1314036,6,6,4.93
520000,1314036,6,6,4.86
521000,1314036,6,6,4.61
522000,1314036,6,6,4.74
523000,1314036,6,6,4.65
524000,1314036,6,6,4.64
525000,1314036,6,6,4.75
